id_avis,id_client,id_livre,note,commentaire,dateavis
1342,246,796,5,"Décevant, je m'attendais à mieux.",2024-11-18
1343,230,590,5,"Plutôt moyen, rien d'exceptionnel.",2016-02-25
1344,225,441,3,"Excellent livre, je le recommande vivement !",2019-08-09
1345,448,816,5,,2022-10-23
1346,235,162,4,"Excellent livre, je le recommande vivement !",2022-09-17
1347,151,216,4,"Plutôt moyen, rien d'exceptionnel.",2023-01-25
1348,209,473,4,"Décevant, je m'attendais à mieux.",2024-07-06
1349,453,449,1,Histoire intéressante mais style un peu lourd.,2017-10-06
1350,487,74,4,"Un chef-d'œuvre absolu, à lire absolument.",2021-06-11
1351,35,327,4,Histoire intéressante mais style un peu lourd.,2024-12-07
1352,248,130,3,,2018-03-04
1353,197,827,4,"Décevant, je m'attendais à mieux.",2022-04-30
1354,23,699,3,"Une belle découverte, l'auteur a beaucoup de talent.",2022-10-12
1355,465,111,3,Passionnant du début à la fin.,2015-05-15
1356,340,833,3,"Un chef-d'œuvre absolu, à lire absolument.",2017-11-20
1357,16,719,4,"Un chef-d'œuvre absolu, à lire absolument.",2016-01-19
1358,443,139,3,"Excellent livre, je le recommande vivement !",2024-02-23
1359,417,730,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-08-15
1360,147,672,1,Une œuvre marquante qui laisse une empreinte durable.,2017-01-02
1361,143,161,4,"J'ai adoré les personnages, très bien construits.",2024-09-02
1362,211,579,3,"J'ai adoré les personnages, très bien construits.",2016-11-13
1363,484,990,4,"Très bien écrit, une lecture agréable.",2020-03-25
1364,282,682,1,"Très bien écrit, une lecture agréable.",2017-09-09
1365,500,991,4,"Plutôt moyen, rien d'exceptionnel.",2017-07-07
1366,96,119,3,"Plutôt moyen, rien d'exceptionnel.",2024-08-12
1367,286,776,5,"Une belle découverte, l'auteur a beaucoup de talent.",2018-04-29
1368,183,341,5,,2016-03-27
1369,162,123,1,,2023-03-30
1370,179,682,4,Passionnant du début à la fin.,2016-10-02
1371,319,969,4,Impossible à lâcher ! Un vrai page-turner.,2020-07-11
1372,456,817,3,,2023-08-30
1373,98,352,5,"J'ai adoré les personnages, très bien construits.",2021-02-15
1374,302,445,4,Passionnant du début à la fin.,2021-04-18
1375,204,612,3,Passionnant du début à la fin.,2019-10-31
1376,13,36,4,,2022-06-18
1377,178,65,4,Très instructif et bien documenté.,2024-10-13
1378,387,458,4,Très instructif et bien documenté.,2017-04-02
1379,244,899,4,"Un chef-d'œuvre absolu, à lire absolument.",2015-10-02
1380,428,177,4,,2023-08-01
1381,445,258,5,Une œuvre marquante qui laisse une empreinte durable.,2015-03-23
1382,343,68,4,"J'ai adoré les personnages, très bien construits.",2016-10-15
1383,58,203,5,"Très bien écrit, une lecture agréable.",2019-06-13
1384,142,700,4,"J'ai adoré les personnages, très bien construits.",2024-01-09
1385,469,442,5,"Décevant, je m'attendais à mieux.",2016-06-06
1386,434,692,5,"Plutôt moyen, rien d'exceptionnel.",2015-06-10
1387,380,693,4,"Excellent livre, je le recommande vivement !",2016-03-15
1388,139,541,4,,2023-01-30
1389,227,75,4,"Excellent livre, je le recommande vivement !",2023-09-07
1390,431,569,4,Histoire intéressante mais style un peu lourd.,2017-10-05
1391,230,787,5,Une œuvre marquante qui laisse une empreinte durable.,2023-07-28
1392,470,886,4,"Très bien écrit, une lecture agréable.",2024-01-29
1393,70,916,4,,2023-06-16
1394,475,616,3,Impossible à lâcher ! Un vrai page-turner.,2024-07-20
1395,10,332,4,Très instructif et bien documenté.,2024-10-14
1396,7,338,5,Impossible à lâcher ! Un vrai page-turner.,2015-06-21
1397,280,124,3,,2018-03-03
1398,365,860,1,Impossible à lâcher ! Un vrai page-turner.,2024-05-28
1399,380,116,4,Passionnant du début à la fin.,2019-03-23
1400,486,728,3,Impossible à lâcher ! Un vrai page-turner.,2023-01-30
1401,422,674,4,Très instructif et bien documenté.,2015-06-05
1402,325,189,5,"Très bien écrit, une lecture agréable.",2016-02-03
1403,211,719,4,"Excellent livre, je le recommande vivement !",2024-12-23
1404,71,984,4,,2024-11-13
1405,149,928,4,"Une belle découverte, l'auteur a beaucoup de talent.",2023-09-13
1406,133,148,4,,2022-09-08
1407,371,745,3,"Un chef-d'œuvre absolu, à lire absolument.",2019-06-13
1408,398,163,2,Histoire intéressante mais style un peu lourd.,2021-12-22
1409,261,844,4,Très instructif et bien documenté.,2022-09-28
1410,371,329,4,"Une belle découverte, l'auteur a beaucoup de talent.",2015-01-19
1411,442,593,2,"Très bien écrit, une lecture agréable.",2023-02-13
1412,432,266,5,Une œuvre marquante qui laisse une empreinte durable.,2018-12-20
1413,254,733,5,,2019-09-15
1414,201,363,4,Impossible à lâcher ! Un vrai page-turner.,2022-01-31
1415,50,217,1,Très instructif et bien documenté.,2018-11-15
1416,435,59,3,Très instructif et bien documenté.,2022-07-29
1417,386,406,3,,2018-01-13
1418,181,41,4,,2023-02-13
1419,362,955,4,"Décevant, je m'attendais à mieux.",2023-08-16
1420,66,868,3,"Décevant, je m'attendais à mieux.",2018-01-15
1421,458,745,5,"Plutôt moyen, rien d'exceptionnel.",2019-04-29
1422,131,97,5,"Un chef-d'œuvre absolu, à lire absolument.",2022-07-05
1423,444,583,4,Passionnant du début à la fin.,2020-06-30
1424,129,329,4,,2023-05-14
1425,7,705,3,Très instructif et bien documenté.,2017-10-02
1426,160,906,5,Passionnant du début à la fin.,2018-01-16
1427,325,836,5,Une œuvre marquante qui laisse une empreinte durable.,2022-03-02
1428,243,528,4,Impossible à lâcher ! Un vrai page-turner.,2016-05-26
1429,302,177,1,Passionnant du début à la fin.,2019-04-10
1430,314,201,3,Très instructif et bien documenté.,2019-08-26
1431,415,146,5,"Décevant, je m'attendais à mieux.",2016-07-22
1432,123,425,4,,2016-12-13
1433,241,349,3,Impossible à lâcher ! Un vrai page-turner.,2017-04-23
1434,314,758,4,Passionnant du début à la fin.,2018-10-21
1435,326,482,5,"Excellent livre, je le recommande vivement !",2016-10-21
1436,464,985,5,"Décevant, je m'attendais à mieux.",2020-10-06
1437,10,91,5,Une œuvre marquante qui laisse une empreinte durable.,2015-04-20
1438,216,134,4,"Excellent livre, je le recommande vivement !",2016-06-30
1439,384,396,4,Histoire intéressante mais style un peu lourd.,2020-02-06
1440,115,796,4,"Très bien écrit, une lecture agréable.",2024-11-14
1441,430,658,3,"Très bien écrit, une lecture agréable.",2015-05-06
1442,381,223,3,"J'ai adoré les personnages, très bien construits.",2016-05-21
1443,424,542,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-04-03
1444,439,587,4,"Une belle découverte, l'auteur a beaucoup de talent.",2022-03-05
1445,250,983,5,Une œuvre marquante qui laisse une empreinte durable.,2022-02-12
1446,70,770,2,"Très bien écrit, une lecture agréable.",2022-06-04
1447,447,63,3,Impossible à lâcher ! Un vrai page-turner.,2017-10-22
1448,127,760,4,"Une belle découverte, l'auteur a beaucoup de talent.",2015-03-15
1449,406,87,4,"J'ai adoré les personnages, très bien construits.",2020-05-02
1450,403,636,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-09-19
1451,478,765,5,,2018-08-22
1452,109,606,3,"Décevant, je m'attendais à mieux.",2017-12-16
1453,66,369,5,"Plutôt moyen, rien d'exceptionnel.",2023-08-20
1454,93,467,4,Une œuvre marquante qui laisse une empreinte durable.,2018-10-20
1455,25,169,5,Impossible à lâcher ! Un vrai page-turner.,2020-11-22
1456,450,353,3,,2018-02-28
1457,270,317,4,,2022-12-22
1458,194,195,4,"Une belle découverte, l'auteur a beaucoup de talent.",2022-12-24
1459,393,548,4,Histoire intéressante mais style un peu lourd.,2016-12-23
1460,416,803,1,Une œuvre marquante qui laisse une empreinte durable.,2018-03-14
1461,237,340,5,Très instructif et bien documenté.,2023-08-28
1462,287,253,4,Très instructif et bien documenté.,2018-06-28
1463,229,771,4,Très instructif et bien documenté.,2022-11-13
1464,488,740,5,"Décevant, je m'attendais à mieux.",2020-11-25
1465,175,248,2,"Décevant, je m'attendais à mieux.",2018-07-23
1466,159,418,2,Une œuvre marquante qui laisse une empreinte durable.,2022-11-23
1467,331,486,4,"J'ai adoré les personnages, très bien construits.",2019-12-29
1468,331,464,4,Impossible à lâcher ! Un vrai page-turner.,2023-07-17
1469,292,530,5,"Une belle découverte, l'auteur a beaucoup de talent.",2023-05-15
1470,471,81,5,Passionnant du début à la fin.,2021-12-07
1471,368,298,5,Très instructif et bien documenté.,2016-07-07
1472,361,996,2,Passionnant du début à la fin.,2023-05-24
1473,225,178,3,Une œuvre marquante qui laisse une empreinte durable.,2015-07-31
1474,45,634,3,"Plutôt moyen, rien d'exceptionnel.",2021-05-27
1475,217,141,4,,2023-10-08
1476,299,389,5,Très instructif et bien documenté.,2021-12-23
1477,450,506,4,"J'ai adoré les personnages, très bien construits.",2020-05-14
1478,284,643,4,"Décevant, je m'attendais à mieux.",2015-03-25
1479,23,564,5,,2023-11-06
1480,16,100,5,,2024-02-29
1481,209,684,4,,2017-01-16
1482,164,88,3,Passionnant du début à la fin.,2016-03-17
1483,130,888,4,"Excellent livre, je le recommande vivement !",2021-05-03
1484,359,408,4,Une œuvre marquante qui laisse une empreinte durable.,2024-01-09
1485,8,680,4,,2017-12-22
1486,324,963,4,"Décevant, je m'attendais à mieux.",2018-01-22
1487,81,675,3,Une œuvre marquante qui laisse une empreinte durable.,2018-04-15
1488,449,1000,5,"Une belle découverte, l'auteur a beaucoup de talent.",2019-10-01
1489,179,721,4,Impossible à lâcher ! Un vrai page-turner.,2017-03-23
1490,437,46,5,"Plutôt moyen, rien d'exceptionnel.",2016-05-24
1491,301,476,3,"Décevant, je m'attendais à mieux.",2022-04-26
1492,112,886,5,"Un chef-d'œuvre absolu, à lire absolument.",2018-09-03
1493,119,968,4,"Plutôt moyen, rien d'exceptionnel.",2022-08-16
1494,248,510,4,"J'ai adoré les personnages, très bien construits.",2023-10-29
1495,421,134,4,Passionnant du début à la fin.,2020-12-19
1496,438,494,3,"Très bien écrit, une lecture agréable.",2015-02-07
1497,154,726,4,"Très bien écrit, une lecture agréable.",2017-11-17
1498,1,482,5,,2022-09-09
1499,322,187,5,,2023-11-04
1500,212,88,5,Très instructif et bien documenté.,2015-05-25
1501,247,863,3,"J'ai adoré les personnages, très bien construits.",2019-08-16
1502,310,782,4,"Plutôt moyen, rien d'exceptionnel.",2016-09-12
1503,407,865,5,"Plutôt moyen, rien d'exceptionnel.",2016-05-05
1504,385,959,3,Passionnant du début à la fin.,2019-05-17
1505,217,513,4,"J'ai adoré les personnages, très bien construits.",2015-07-26
1506,112,158,3,,2024-07-03
1507,470,587,4,,2019-01-24
1508,167,545,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-06-28
1509,106,328,5,Impossible à lâcher ! Un vrai page-turner.,2023-07-07
1510,48,765,2,Impossible à lâcher ! Un vrai page-turner.,2022-09-21
1511,115,669,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-01-02
1512,486,744,4,"Très bien écrit, une lecture agréable.",2017-01-21
1513,349,388,2,Une œuvre marquante qui laisse une empreinte durable.,2023-11-05
1514,312,210,4,"Un chef-d'œuvre absolu, à lire absolument.",2016-03-15
1515,395,587,4,"Plutôt moyen, rien d'exceptionnel.",2018-09-29
1516,202,715,3,"Excellent livre, je le recommande vivement !",2021-07-16
1517,164,66,4,"Une belle découverte, l'auteur a beaucoup de talent.",2024-12-19
1518,206,223,5,,2019-06-02
1519,103,400,2,"Excellent livre, je le recommande vivement !",2019-01-09
1520,348,80,4,,2020-09-21
1521,237,892,5,"J'ai adoré les personnages, très bien construits.",2024-06-30
1522,332,57,5,Impossible à lâcher ! Un vrai page-turner.,2016-03-18
1523,47,210,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-10-18
1524,478,705,5,Une œuvre marquante qui laisse une empreinte durable.,2022-01-28
1525,127,619,4,"Plutôt moyen, rien d'exceptionnel.",2022-01-18
1526,455,168,5,Très instructif et bien documenté.,2023-05-28
1527,279,402,4,"Excellent livre, je le recommande vivement !",2018-10-02
1528,185,306,4,"Excellent livre, je le recommande vivement !",2020-04-26
1529,46,187,4,"Une belle découverte, l'auteur a beaucoup de talent.",2021-10-30
1530,392,616,5,"J'ai adoré les personnages, très bien construits.",2021-02-27
1531,94,998,5,"Excellent livre, je le recommande vivement !",2022-05-14
1532,66,588,3,"Très bien écrit, une lecture agréable.",2017-05-18
1533,66,401,4,,2024-02-22
1534,135,431,1,,2019-11-15
1535,389,559,5,Passionnant du début à la fin.,2020-08-08
1536,247,86,4,"Très bien écrit, une lecture agréable.",2020-11-25
1537,137,177,5,"Très bien écrit, une lecture agréable.",2023-02-07
1538,303,362,5,"Plutôt moyen, rien d'exceptionnel.",2019-11-20
1539,342,929,4,"Décevant, je m'attendais à mieux.",2016-09-27
1540,113,710,4,"J'ai adoré les personnages, très bien construits.",2021-02-17
1541,166,570,4,,2019-11-26
1542,100,6,5,,2016-08-28
1543,281,797,5,,2017-07-01
1544,409,242,4,,2024-07-29
1545,225,540,4,,2023-02-22
1546,458,199,4,Une œuvre marquante qui laisse une empreinte durable.,2019-08-07
1547,154,497,5,Une œuvre marquante qui laisse une empreinte durable.,2018-06-22
1548,436,756,4,Une œuvre marquante qui laisse une empreinte durable.,2019-01-14
1549,165,35,4,,2020-10-30
1550,126,106,5,"Très bien écrit, une lecture agréable.",2021-03-05
1551,486,362,5,,2021-02-15
1552,26,958,4,"J'ai adoré les personnages, très bien construits.",2018-06-25
1553,420,959,5,"J'ai adoré les personnages, très bien construits.",2022-08-07
1554,174,556,2,,2020-12-09
1555,6,112,1,Impossible à lâcher ! Un vrai page-turner.,2024-12-23
1556,349,844,4,Histoire intéressante mais style un peu lourd.,2017-11-04
1557,256,446,2,Impossible à lâcher ! Un vrai page-turner.,2024-02-06
1558,396,748,4,"Un chef-d'œuvre absolu, à lire absolument.",2024-04-22
1559,197,805,4,Passionnant du début à la fin.,2017-09-19
1560,480,225,3,"Plutôt moyen, rien d'exceptionnel.",2018-02-06
1561,381,588,4,"Plutôt moyen, rien d'exceptionnel.",2021-06-22
1562,458,882,2,"J'ai adoré les personnages, très bien construits.",2019-10-29
1563,471,914,3,,2015-11-01
1564,177,1,3,"Un chef-d'œuvre absolu, à lire absolument.",2021-02-28
1565,454,655,4,Passionnant du début à la fin.,2015-07-25
1566,166,987,3,"Excellent livre, je le recommande vivement !",2018-08-01
1567,466,649,1,"Une belle découverte, l'auteur a beaucoup de talent.",2015-04-19
1568,320,490,5,"Une belle découverte, l'auteur a beaucoup de talent.",2016-11-02
1569,305,78,3,"Plutôt moyen, rien d'exceptionnel.",2020-01-21
1570,121,1000,5,Très instructif et bien documenté.,2020-12-21
1571,385,760,5,Très instructif et bien documenté.,2021-03-30
1572,48,450,5,"J'ai adoré les personnages, très bien construits.",2017-08-07
1573,200,447,4,Une œuvre marquante qui laisse une empreinte durable.,2020-12-05
1574,270,359,4,Impossible à lâcher ! Un vrai page-turner.,2023-05-20
1575,305,700,4,Passionnant du début à la fin.,2020-01-29
1576,60,251,2,Impossible à lâcher ! Un vrai page-turner.,2017-11-02
1577,492,269,3,Très instructif et bien documenté.,2019-05-18
1578,34,941,4,Passionnant du début à la fin.,2017-01-11
1579,174,491,3,Histoire intéressante mais style un peu lourd.,2017-08-28
1580,225,656,3,,2020-09-10
1581,141,528,4,"Très bien écrit, une lecture agréable.",2023-10-23
1582,439,940,4,Très instructif et bien documenté.,2024-05-03
1583,266,481,3,Une œuvre marquante qui laisse une empreinte durable.,2021-01-12
1584,435,997,3,Très instructif et bien documenté.,2015-06-15
1585,328,798,1,,2021-08-10
1586,7,328,3,"Plutôt moyen, rien d'exceptionnel.",2017-07-31
1587,195,330,4,Passionnant du début à la fin.,2023-03-07
1588,291,69,4,"Décevant, je m'attendais à mieux.",2018-04-04
1589,210,129,5,"Plutôt moyen, rien d'exceptionnel.",2016-02-27
1590,69,193,4,"Excellent livre, je le recommande vivement !",2023-09-09
1591,391,417,3,"Un chef-d'œuvre absolu, à lire absolument.",2024-10-31
1592,366,378,4,Très instructif et bien documenté.,2022-07-09
1593,278,21,4,"Décevant, je m'attendais à mieux.",2020-08-25
1594,96,748,5,"Excellent livre, je le recommande vivement !",2020-11-21
1595,251,574,4,Une œuvre marquante qui laisse une empreinte durable.,2020-04-11
1596,259,668,5,,2022-11-13
1597,403,488,5,"Une belle découverte, l'auteur a beaucoup de talent.",2017-10-10
1598,25,603,5,Très instructif et bien documenté.,2022-03-11
1599,417,528,5,"Une belle découverte, l'auteur a beaucoup de talent.",2019-08-15
1600,14,583,4,"Plutôt moyen, rien d'exceptionnel.",2020-08-23
1601,415,334,5,"Excellent livre, je le recommande vivement !",2022-09-11
1602,330,300,3,"Excellent livre, je le recommande vivement !",2019-12-23
1603,361,144,4,,2021-11-02
1604,459,997,5,"J'ai adoré les personnages, très bien construits.",2015-04-22
1605,352,84,1,"Un chef-d'œuvre absolu, à lire absolument.",2022-12-20
1606,94,707,5,"Décevant, je m'attendais à mieux.",2020-01-12
1607,265,163,3,"Excellent livre, je le recommande vivement !",2018-09-24
1608,319,312,4,"Une belle découverte, l'auteur a beaucoup de talent.",2020-08-09
1609,62,70,4,Très instructif et bien documenté.,2021-03-07
1610,431,790,5,"Plutôt moyen, rien d'exceptionnel.",2016-11-05
1611,143,821,4,"J'ai adoré les personnages, très bien construits.",2024-11-10
1612,303,806,5,Une œuvre marquante qui laisse une empreinte durable.,2015-05-21
1613,260,688,4,,2018-09-10
1614,365,323,5,"Excellent livre, je le recommande vivement !",2019-02-02
1615,101,760,4,"Plutôt moyen, rien d'exceptionnel.",2016-08-04
1616,224,535,3,Passionnant du début à la fin.,2015-05-17
1617,394,465,5,Passionnant du début à la fin.,2015-12-03
1618,409,195,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-01-11
1619,94,67,5,Passionnant du début à la fin.,2019-05-09
1620,281,249,4,"Décevant, je m'attendais à mieux.",2020-06-03
1621,443,968,4,"Plutôt moyen, rien d'exceptionnel.",2021-05-20
1622,450,834,4,,2018-03-28
1623,492,743,4,"Un chef-d'œuvre absolu, à lire absolument.",2020-04-21
1624,53,491,3,"Une belle découverte, l'auteur a beaucoup de talent.",2022-09-21
1625,99,580,1,Passionnant du début à la fin.,2020-12-13
1626,111,35,4,Impossible à lâcher ! Un vrai page-turner.,2017-04-16
1627,441,436,5,"Très bien écrit, une lecture agréable.",2019-10-01
1628,227,166,3,Passionnant du début à la fin.,2022-06-23
1629,212,48,5,Passionnant du début à la fin.,2018-12-04
1630,289,365,4,Passionnant du début à la fin.,2018-04-05
1631,52,831,1,Une œuvre marquante qui laisse une empreinte durable.,2022-07-03
1632,455,453,4,Passionnant du début à la fin.,2015-02-18
1633,151,41,3,"J'ai adoré les personnages, très bien construits.",2020-12-23
1634,334,630,5,"Excellent livre, je le recommande vivement !",2022-01-17
1635,164,826,3,"Un chef-d'œuvre absolu, à lire absolument.",2018-11-04
1636,249,516,3,"Plutôt moyen, rien d'exceptionnel.",2022-01-21
1637,77,48,4,,2016-04-12
1638,9,813,3,"Plutôt moyen, rien d'exceptionnel.",2023-03-31
1639,487,959,5,"Très bien écrit, une lecture agréable.",2019-07-22
1640,195,15,4,,2023-08-06
1641,349,842,2,Passionnant du début à la fin.,2022-01-23
1642,196,993,4,Histoire intéressante mais style un peu lourd.,2015-03-10
1643,361,283,4,"Excellent livre, je le recommande vivement !",2015-06-22
1644,22,893,5,Histoire intéressante mais style un peu lourd.,2015-05-19
1645,486,657,4,,2022-01-08
1646,245,24,4,Très instructif et bien documenté.,2022-08-24
1647,20,950,4,Histoire intéressante mais style un peu lourd.,2021-12-30
1648,124,341,4,"J'ai adoré les personnages, très bien construits.",2024-07-23
1649,459,666,5,Une œuvre marquante qui laisse une empreinte durable.,2017-07-11
1650,404,672,4,"Une belle découverte, l'auteur a beaucoup de talent.",2018-04-14
1651,250,144,5,Passionnant du début à la fin.,2023-08-25
1652,262,939,5,Impossible à lâcher ! Un vrai page-turner.,2023-03-08
1653,114,242,3,Histoire intéressante mais style un peu lourd.,2024-10-08
1654,330,684,3,Une œuvre marquante qui laisse une empreinte durable.,2024-10-11
1655,402,628,4,"Une belle découverte, l'auteur a beaucoup de talent.",2022-11-16
1656,127,688,4,"J'ai adoré les personnages, très bien construits.",2015-05-23
1657,134,366,3,"J'ai adoré les personnages, très bien construits.",2021-02-25
1658,10,280,5,"J'ai adoré les personnages, très bien construits.",2021-03-03
1659,445,779,4,"Plutôt moyen, rien d'exceptionnel.",2022-02-01
1660,85,863,3,Une œuvre marquante qui laisse une empreinte durable.,2021-06-14
1661,193,113,5,,2021-07-01
1662,258,968,4,,2024-03-31
1663,8,976,4,"Une belle découverte, l'auteur a beaucoup de talent.",2019-07-23
1664,492,547,5,,2015-03-14
1665,118,879,4,Très instructif et bien documenté.,2016-03-20
1666,348,185,4,"Très bien écrit, une lecture agréable.",2019-04-10
1667,130,334,3,"Décevant, je m'attendais à mieux.",2019-02-23
1668,225,238,2,"Un chef-d'œuvre absolu, à lire absolument.",2019-09-24
1669,56,131,4,"Plutôt moyen, rien d'exceptionnel.",2019-06-05
1670,89,789,5,Très instructif et bien documenté.,2018-12-23
1671,476,511,5,Histoire intéressante mais style un peu lourd.,2020-06-23
1672,144,373,1,,2021-04-29
1673,332,518,4,"Plutôt moyen, rien d'exceptionnel.",2017-08-06
1674,334,226,2,"Plutôt moyen, rien d'exceptionnel.",2016-01-21
1675,478,435,1,"Une belle découverte, l'auteur a beaucoup de talent.",2024-04-10
1676,43,272,5,"Plutôt moyen, rien d'exceptionnel.",2015-12-25
1677,460,428,3,Histoire intéressante mais style un peu lourd.,2023-08-04
1678,54,379,3,Passionnant du début à la fin.,2022-08-26
1679,338,513,5,,2023-11-17
1680,213,757,4,Passionnant du début à la fin.,2017-11-18
1681,45,676,4,"Très bien écrit, une lecture agréable.",2024-05-14
1682,113,955,5,"Excellent livre, je le recommande vivement !",2017-11-07
1683,305,519,4,"Excellent livre, je le recommande vivement !",2021-10-05
1684,97,831,4,,2017-10-06
1685,305,402,5,Histoire intéressante mais style un peu lourd.,2016-12-12
1686,419,487,4,,2023-12-28
1687,249,289,4,,2019-11-24
1688,134,866,5,"Décevant, je m'attendais à mieux.",2019-11-19
1689,356,127,3,,2016-09-26
1690,167,362,3,,2017-03-19
1691,74,837,5,"Très bien écrit, une lecture agréable.",2017-05-01
1692,274,262,5,Passionnant du début à la fin.,2018-11-12
1693,38,863,1,Histoire intéressante mais style un peu lourd.,2016-06-26
1694,446,991,4,"Plutôt moyen, rien d'exceptionnel.",2018-10-21
1695,4,377,4,Une œuvre marquante qui laisse une empreinte durable.,2015-09-10
1696,262,927,3,"Décevant, je m'attendais à mieux.",2022-10-26
1697,7,450,3,,2019-05-22
1698,97,211,3,"Décevant, je m'attendais à mieux.",2022-05-13
1699,317,217,4,"J'ai adoré les personnages, très bien construits.",2023-10-13
1700,128,156,4,,2017-10-10
1701,125,159,5,,2020-01-06
1702,469,739,4,Très instructif et bien documenté.,2018-10-07
1703,467,519,5,Très instructif et bien documenté.,2022-02-12
1704,433,300,5,"Plutôt moyen, rien d'exceptionnel.",2022-03-07
1705,362,469,5,"Décevant, je m'attendais à mieux.",2021-06-13
1706,149,275,4,,2015-10-26
1707,104,428,4,"Plutôt moyen, rien d'exceptionnel.",2016-10-05
1708,444,850,5,"Une belle découverte, l'auteur a beaucoup de talent.",2020-08-28
1709,134,727,5,"Excellent livre, je le recommande vivement !",2022-09-13
1710,170,236,4,"Plutôt moyen, rien d'exceptionnel.",2022-03-31
1711,257,215,5,,2015-11-06
1712,204,127,5,"Un chef-d'œuvre absolu, à lire absolument.",2024-10-21
1713,55,496,4,,2017-09-23
1714,155,43,5,Impossible à lâcher ! Un vrai page-turner.,2017-06-26
1715,97,205,2,Une œuvre marquante qui laisse une empreinte durable.,2024-12-12
1716,373,99,4,,2019-07-08
1717,144,554,5,,2019-10-01
1718,70,551,2,,2021-09-11
1719,114,513,4,Très instructif et bien documenté.,2022-03-24
1720,448,375,5,,2018-12-19
1721,142,794,5,Très instructif et bien documenté.,2020-06-05
1722,279,931,2,Histoire intéressante mais style un peu lourd.,2024-01-28
1723,45,881,3,"Excellent livre, je le recommande vivement !",2022-07-22
1724,194,794,4,"Décevant, je m'attendais à mieux.",2017-08-23
1725,367,390,4,"Excellent livre, je le recommande vivement !",2016-08-01
1726,211,935,5,,2016-08-10
1727,160,884,5,Très instructif et bien documenté.,2016-06-23
1728,75,956,5,Une œuvre marquante qui laisse une empreinte durable.,2023-10-08
1729,282,714,2,"Une belle découverte, l'auteur a beaucoup de talent.",2022-03-11
1730,51,966,5,"Excellent livre, je le recommande vivement !",2019-08-31
1731,65,67,2,"Très bien écrit, une lecture agréable.",2018-08-16
1732,444,492,5,"Plutôt moyen, rien d'exceptionnel.",2022-04-22
1733,10,405,2,Impossible à lâcher ! Un vrai page-turner.,2015-09-21
1734,20,578,5,Passionnant du début à la fin.,2017-01-23
1735,445,979,4,Passionnant du début à la fin.,2015-07-23
1736,274,220,4,,2019-05-22
1737,286,953,5,"Très bien écrit, une lecture agréable.",2018-04-06
1738,22,454,5,"Un chef-d'œuvre absolu, à lire absolument.",2015-08-09
1739,270,703,5,,2018-02-23
1740,297,19,3,,2016-09-27
1741,14,936,2,"J'ai adoré les personnages, très bien construits.",2022-06-16
1742,201,182,4,,2015-01-30
1743,324,182,5,"Plutôt moyen, rien d'exceptionnel.",2018-03-15
1744,263,846,3,Très instructif et bien documenté.,2020-11-13
1745,367,548,5,"Très bien écrit, une lecture agréable.",2017-08-04
1746,87,473,3,,2018-09-14
1747,481,179,3,"Un chef-d'œuvre absolu, à lire absolument.",2016-12-09
1748,70,589,4,Passionnant du début à la fin.,2017-11-14
1749,20,115,3,Une œuvre marquante qui laisse une empreinte durable.,2017-10-16
1750,282,701,5,"Plutôt moyen, rien d'exceptionnel.",2023-08-24
1751,453,377,3,Impossible à lâcher ! Un vrai page-turner.,2021-01-08
1752,206,807,3,"Plutôt moyen, rien d'exceptionnel.",2021-02-14
1753,27,59,4,Très instructif et bien documenté.,2016-12-12
1754,378,277,5,"Une belle découverte, l'auteur a beaucoup de talent.",2021-09-18
1755,428,536,3,Passionnant du début à la fin.,2022-02-28
1756,333,375,4,Passionnant du début à la fin.,2021-02-06
1757,125,553,4,,2024-10-21
1758,380,512,5,Très instructif et bien documenté.,2021-07-08
1759,28,750,3,"Décevant, je m'attendais à mieux.",2016-01-25
1760,323,900,2,Passionnant du début à la fin.,2021-08-03
1761,362,513,1,,2017-08-26
1762,57,826,5,Très instructif et bien documenté.,2019-09-19
1763,136,19,2,,2019-07-20
1764,16,93,5,"Un chef-d'œuvre absolu, à lire absolument.",2018-08-31
1765,96,8,5,"Décevant, je m'attendais à mieux.",2024-01-29
1766,498,393,2,"Très bien écrit, une lecture agréable.",2019-05-08
1767,381,283,2,"Un chef-d'œuvre absolu, à lire absolument.",2017-08-04
1768,60,389,2,,2021-03-01
1769,489,160,3,,2020-05-01
1770,44,708,4,Très instructif et bien documenté.,2018-04-23
1771,163,477,5,Passionnant du début à la fin.,2023-07-20
1772,57,619,4,"Excellent livre, je le recommande vivement !",2021-03-19
1773,38,613,5,,2024-06-08
1774,425,776,5,"Plutôt moyen, rien d'exceptionnel.",2023-12-13
1775,415,239,4,,2019-09-05
1776,116,374,4,,2023-12-20
1777,222,245,4,"Un chef-d'œuvre absolu, à lire absolument.",2022-04-25
1778,484,29,3,,2020-11-29
1779,402,776,4,"Excellent livre, je le recommande vivement !",2019-06-14
1780,213,335,5,,2018-04-22
1781,298,172,5,"Plutôt moyen, rien d'exceptionnel.",2019-12-09
1782,228,295,2,"Excellent livre, je le recommande vivement !",2019-02-13
1783,242,88,4,,2016-06-10
